implementation,decode_requests,decode_context_length,prefill_requests,prefill_tokens,prefill_chunk_size,prefill_prefix_length,decode_only_median_ms,prefill_only_median_ms,mixed_median_ms,decode_only_median_wall_ms,prefill_only_median_wall_ms,mixed_median_wall_ms,incremental_prefill_ms,incremental_decode_ms,decode_stretch,separate_sum_ms,packing_benefit_ms,packing_speedup,wall_incremental_prefill_ms,wall_decode_stretch,wall_packing_benefit_ms,wall_packing_speedup,mixed_scheduled_tokens_per_second,mixed_peak_gpu_memory_bytes,status,error
custom-kernels,8,8192,2,2048,1024,4096,29.57632064819336,22.54934310913086,50.27840042114258,29.603226110339165,22.571861743927002,50.301443785429,20.70207977294922,27.72905731201172,1.699954535224238,52.12566375732422,1.8472633361816406,1.036740694228706,20.698217675089836,1.6991879060053126,1.8736440688371658,1.0372483159097694,40892.3112664386,19593811456,ok,
custom-kernels,8,8192,2,2048,1024,16384,29.57632064819336,43.2982063293457,70.64915466308594,29.603226110339165,43.331725522875786,70.67306526005268,41.07283401489258,27.350948333740234,2.388706678678826,72.87452697753906,2.225372314453125,1.0314989234487737,41.069839149713516,2.3873433590188857,2.2618863731622696,1.0320049281128434,29101.551317984224,19593817600,ok,
custom-kernels,8,8192,2,4096,2048,0,29.57632064819336,29.00476837158203,57.46857452392578,29.603226110339165,29.026079922914505,57.49675631523132,27.892253875732422,28.46380615234375,1.9430603017700308,58.58108901977539,1.1125144958496094,1.0193586582765584,27.89353020489216,1.942246297782731,1.1325497180223465,1.0196976280159709,71412.94236020053,19734130688,ok,
custom-kernels,8,8192,2,4096,2048,4096,29.57632064819336,42.396095275878906,70.93478393554688,29.603226110339165,42.417680844664574,70.96145674586296,41.358463287353516,28.53868865966797,2.3983640419410945,71.97241592407227,1.0376319885253906,1.014627971369705,41.358230635523796,2.3970852528494895,1.0594502091407776,1.0149299388389816,57855.959690086565,19734132736,ok,
custom-kernels,8,8192,2,4096,2048,16384,29.57632064819336,82.60185241699219,111.05203247070312,29.603226110339165,82.62407965958118,111.0793761909008,81.47571182250977,28.450180053710938,3.754761580781233,112.17817306518555,1.1261405944824219,1.0101406572165126,81.47615008056164,3.752272667069399,1.1479295790195465,1.0103343178399447,36955.649605806946,19734138880,ok,
custom-kernels,8,8192,2,8192,4096,0,29.57632064819336,61.747135162353516,92.34015655517578,29.603226110339165,61.769358813762665,92.36374869942665,62.76383590698242,30.593021392822266,3.1220974932463847,91.32345581054688,-1.0167007446289062,0.988989614241975,62.760522589087486,3.1200568598558207,-0.9911637753248215,0.9892689091848113,88802.10198799343,20021523456,ok,
custom-kernels,8,8192,2,8192,4096,4096,29.57632064819336,88.99139404296875,118.85334777832031,29.603226110339165,89.01329152286053,118.87622252106667,89.27702713012695,29.861953735351562,4.018530539753948,118.56771469116211,-0.2856330871582031,0.9975967602722394,89.2729964107275,4.015650932029607,-0.2597048878669739,0.9978153336103782,68992.58753143626,20021525504,ok,
custom-kernels,8,8192,2,8192,4096,16384,29.57632064819336,169.3559112548828,199.0966339111328,29.603226110339165,169.37917470932007,199.11995716392994,169.52031326293945,29.74072265625,6.731622782947291,198.93223190307617,-0.16440200805664062,0.999174260233199,169.51673105359077,6.726292479804615,-0.13755634427070618,0.9993091785161572,41186.03031561089,20021531648,ok,
custom-kernels,32,128,2,512,256,0,15.419072151184082,16.106239318847656,23.17523193359375,15.441302210092545,16.128435730934143,23.20178970694542,7.756159782409668,7.068992614746094,1.5030237686392853,31.52531147003174,8.350079536437988,1.3603018757423566,7.760487496852875,1.5025798596041056,8.367948234081268,1.3606596016847932,23473.335738722104,19485223424,ok,
custom-kernels,32,128,2,512,256,4096,15.419072151184082,16.247360229492188,23.430240631103516,15.441302210092545,16.269654035568237,23.455573245882988,8.011168479919434,7.182880401611328,1.519562292813075,31.66643238067627,8.236191749572754,1.3515197252664684,8.014271035790443,1.5190152311475555,8.255382999777794,1.3519582707801359,23217.85800517315,19485225472,ok,
