batch_size,context_length,k_splits,num_kv_blocks,production_programs,splitk_programs,production_median_ms,splitk_median_ms,speedup,kv_bytes,production_gbps,splitk_gbps,max_abs_error,status,error
64,4096,2,256,768,1536,1.1536160111427307,1.1615039706230164,0.9932088398492046,268435456,232.69047361270364,231.11023534083532,6.103515625e-05,ok,
64,4096,4,256,768,3072,1.1536160111427307,1.1386719942092896,1.013124075246813,268435456,232.69047361270364,235.74432089761328,6.103515625e-05,ok,
64,4096,8,256,768,6144,1.1536160111427307,1.1135839819908142,1.0359488191275426,268435456,232.69047361270364,241.05542136130896,6.103515625e-05,ok,
64,4096,16,256,768,12288,1.1536160111427307,1.1154560446739197,1.034210192908109,268435456,232.69047361270364,240.65085960287348,6.103515625e-05,ok,
64,4096,auto(1),256,768,768,1.1536160111427307,1.1536160111427307,1.0,268435456,232.69047361270364,232.69047361270364,0.0,ok,
64,8192,1,512,768,768,2.2742398977279663,2.2742398977279663,1.0,536870912,236.06608631585,236.06608631585,0.0,ok,
64,8192,2,512,768,1536,2.2742398977279663,2.2666399478912354,1.0033529585692698,536870912,236.06608631585,236.8576061228767,3.0517578125e-05,ok,
64,8192,4,512,768,3072,2.2742398977279663,2.2184799909591675,1.0251342842829476,536870912,236.06608631585,241.99943843887544,3.0517578125e-05,ok,
64,8192,8,512,768,6144,2.2742398977279663,2.158527970314026,1.0536068695913663,536870912,236.06608631585,248.72085021992797,3.0517578125e-05,ok,
64,8192,16,512,768,12288,2.2742398977279663,2.155503988265991,1.0550849871344905,536870912,236.06608631585,249.06978364344815,3.0517578125e-05,ok,
64,8192,auto(1),512,768,768,2.2742398977279663,2.2742398977279663,1.0,536870912,236.06608631585,236.06608631585,0.0,ok,
64,16384,1,1024,768,768,4.513520002365112,4.513520002365112,1.0,1073741824,237.8945531286784,237.8945531286784,0.0,ok,
64,16384,2,1024,768,1536,4.513520002365112,4.464079856872559,1.0110751032861653,1073741824,237.8945531286784,240.5292598757947,3.0517578125e-05,ok,
64,16384,4,1024,768,3072,4.513520002365112,4.37935996055603,1.0306346230995929,1073741824,237.8945531286784,245.18236310122157,3.0517578125e-05,ok,
64,16384,8,1024,768,6144,4.513520002365112,4.254591941833496,1.0608584945563622,1073741824,237.8945531286784,252.3724574952483,3.0517578125e-05,ok,
64,16384,16,1024,768,12288,4.513520002365112,4.236144065856934,1.0654784002139617,1073741824,237.8945531286784,253.4715078871596,3.0517578125e-05,ok,
64,16384,auto(1),1024,768,768,4.513520002365112,4.513520002365112,1.0,1073741824,237.8945531286784,237.8945531286784,0.0,ok,
128,512,1,32,1536,1536,0.30532799661159515,0.30532799661159515,1.0,67108864,219.79269750807867,219.79269750807867,0.0,ok,
128,512,2,32,1536,3072,0.30532799661159515,0.33668799698352814,0.9068573853154996,67108864,219.79269750807867,199.32063097361677,0.0001220703125,ok,
128,512,4,32,1536,6144,0.30532799661159515,0.3308800011873245,0.9227756150748339,67108864,219.79269750807867,202.81934163197423,0.0001220703125,ok,
128,512,8,32,1536,12288,0.30532799661159515,0.33455999195575714,0.9126255498355353,67108864,219.79269750807867,200.58843141314583,0.0001220703125,ok,
128,512,16,32,1536,24576,0.30532799661159515,0.34300799667835236,0.8901483334743046,67108864,219.79269750807867,195.64810339663816,0.0001220703125,ok,
128,512,auto(1),32,1536,1536,0.30532799661159515,0.30532799661159515,1.0,67108864,219.79269750807867,219.79269750807867,0.0,ok,
