batch_size,context_length,variant,kernel_family,heads_per_program,num_warps,num_stages,median_ms,speedup_vs_production_default,max_abs_error,status,error
32,128,production-w4-s2,production,,4,2,0.05750400014221668,0.9791318895868374,0.0,ok,
32,128,production-w8-s2,production,,8,2,0.07489599660038948,0.7517624822921121,0.0001220703125,ok,
32,128,candidate-h1-w4-s2,candidate,1,4,2,0.06006399914622307,0.9374001251728321,0.000244140625,ok,
32,128,candidate-h1-w8-s2,candidate,1,8,2,0.06798399984836578,0.8281948759065819,0.000244140625,ok,
32,128,candidate-h2-w4-s2,candidate,2,4,2,0.0703199990093708,0.8006826096591291,0.000244140625,ok,
32,128,candidate-h3-w4-s2,candidate,3,4,2,0.07958400249481201,0.7074788720474416,0.000244140625,ok,
32,128,candidate-h6-w4-s2,candidate,6,4,2,0.1170399971306324,0.48106631663026733,0.000244140625,ok,
32,256,production-default,production,,,,0.07985599711537361,1.0,0.0,ok,
32,256,production-w4-s2,production,,4,2,0.08078399673104286,0.9885125810405386,0.0,ok,
32,256,production-w8-s2,production,,8,2,0.11467200145125389,0.6963861806259632,0.000244140625,ok,
32,256,candidate-h1-w4-s2,candidate,1,4,2,0.07836800068616867,1.0189872960414512,6.103515625e-05,ok,
32,256,candidate-h1-w8-s2,candidate,1,8,2,0.0955359973013401,0.8358733814594664,0.0001220703125,ok,
32,256,candidate-h2-w4-s2,candidate,2,4,2,0.1003040000796318,0.7961397058140809,6.103515625e-05,ok,
32,256,candidate-h3-w4-s2,candidate,3,4,2,0.11905599758028984,0.670743169083269,0.0001220703125,ok,
32,256,candidate-h6-w4-s2,candidate,6,4,2,0.1940319985151291,0.411560967915027,0.0001220703125,ok,
32,512,production-default,production,,,,0.12601600587368011,1.0,0.0,ok,
32,512,production-w4-s2,production,,4,2,0.12779200077056885,0.9861024564434415,0.0,ok,
32,512,production-w8-s2,production,,8,2,0.19494399428367615,0.6464215855262806,6.103515625e-05,ok,
32,512,candidate-h1-w4-s2,candidate,1,4,2,0.1173119992017746,1.0741953656158802,6.103515625e-05,ok,
32,512,candidate-h1-w8-s2,candidate,1,8,2,0.15052799880504608,0.8371599096118173,6.103515625e-05,ok,
32,512,candidate-h2-w4-s2,candidate,2,4,2,0.16124799847602844,0.7815043105320404,6.103515625e-05,ok,
32,512,candidate-h3-w4-s2,candidate,3,4,2,0.19758400321006775,0.637784455352401,6.103515625e-05,ok,
32,512,candidate-h6-w4-s2,candidate,6,4,2,0.347104012966156,0.3630496945189947,6.103515625e-05,ok,
32,1024,production-default,production,,,,0.21856000274419785,1.0,0.0,ok,
32,1024,production-w4-s2,production,,4,2,0.21985600143671036,0.994105238501367,0.0,ok,
32,1024,production-w8-s2,production,,8,2,0.3554240018129349,0.6149275277678893,0.0001220703125,ok,
32,1024,candidate-h1-w4-s2,candidate,1,4,2,0.19591999799013138,1.1155573958060516,0.0001220703125,ok,
32,1024,candidate-h1-w8-s2,candidate,1,8,2,0.30750399827957153,0.7107549949496623,0.0001220703125,ok,
32,1024,candidate-h2-w4-s2,candidate,2,4,2,0.2972480058670044,0.7352782808641839,0.0001220703125,ok,
32,1024,candidate-h3-w4-s2,candidate,3,4,2,0.3794560134410858,0.5759824459288254,0.0001220703125,ok,
32,1024,candidate-h6-w4-s2,candidate,6,4,2,0.6642080247402191,0.3290535413655679,0.0001220703125,ok,
32,2048,production-default,production,,,,0.3996959924697876,1.0,0.0,ok,
32,2048,production-w4-s2,production,,4,2,0.40219199657440186,0.9937939985731354,0.0,ok,
32,2048,production-w8-s2,production,,8,2,0.6756319999694824,0.5915883091503088,1.52587890625e-05,ok,
32,2048,candidate-h1-w4-s2,candidate,1,4,2,0.3509279936552048,1.1389686764701323,6.103515625e-05,ok,
32,2048,candidate-h1-w8-s2,candidate,1,8,2,0.5840480029582977,0.6843546942122268,3.0517578125e-05,ok,
32,2048,candidate-h2-w4-s2,candidate,2,4,2,0.5458720028400421,0.7322155933813503,6.103515625e-05,ok,
32,2048,candidate-h3-w4-s2,candidate,3,4,2,0.7279999852180481,0.5490329678373167,6.103515625e-05,ok,
32,2048,candidate-h6-w4-s2,candidate,6,4,2,1.3126239776611328,0.3045015170163021,6.103515625e-05,ok,
32,4096,production-default,production,,,,0.7955359816551208,1.0,0.0,ok,
32,4096,production-w4-s2,production,,4,2,0.7971999943256378,0.997912678521875,0.0,ok,
32,4096,production-w8-s2,production,,8,2,1.3150399923324585,0.6049519302025907,3.0517578125e-05,ok,
32,4096,candidate-h1-w4-s2,candidate,1,4,2,0.6587200164794922,1.207699723331374,3.0517578125e-05,ok,
32,4096,candidate-h1-w8-s2,candidate,1,8,2,1.1365599632263184,0.6999507350204884,3.0517578125e-05,ok,
32,4096,candidate-h2-w4-s2,candidate,2,4,2,1.0389280319213867,0.7657277089577242,3.0517578125e-05,ok,
32,4096,candidate-h3-w4-s2,candidate,3,4,2,1.409999966621399,0.5642099294238716,1.52587890625e-05,ok,
32,4096,candidate-h6-w4-s2,candidate,6,4,2,2.5918400287628174,0.3069386894355745,3.0517578125e-05,ok,
32,8192,production-default,production,,,,1.5575840473175049,1.0,0.0,ok,
32,8192,production-w4-s2,production,,4,2,1.5592479705810547,0.9989328680909363,0.0,ok,
32,8192,production-w8-s2,production,,8,2,2.5929759740829468,0.6006935902552559,1.52587890625e-05,ok,
32,8192,candidate-h1-w4-s2,candidate,1,4,2,1.2889119982719421,1.2084487144240834,1.52587890625e-05,ok,
32,8192,candidate-h1-w8-s2,candidate,1,8,2,2.206063985824585,0.7060466320677954,1.52587890625e-05,ok,
32,8192,candidate-h2-w4-s2,candidate,2,4,2,2.0262399911880493,0.7687065964995803,1.52587890625e-05,ok,
32,8192,candidate-h3-w4-s2,candidate,3,4,2,2.787711977958679,0.5587320568382592,1.52587890625e-05,ok,
32,8192,candidate-h6-w4-s2,candidate,6,4,2,5.120975971221924,0.304157655898129,1.52587890625e-05,ok,
32,16384,production-default,production,,,,3.139840006828308,1.0,0.0,ok,
32,16384,production-w4-s2,production,,4,2,3.145375967025757,0.9982399686856247,0.0,ok,
32,16384,production-w8-s2,production,,8,2,5.145904064178467,0.6101629505076243,1.52587890625e-05,ok,
32,16384,candidate-h1-w4-s2,candidate,1,4,2,2.6016160249710083,1.2068806375311658,1.52587890625e-05,ok,
32,16384,candidate-h1-w8-s2,candidate,1,8,2,4.392416000366211,0.7148321121147289,1.52587890625e-05,ok,
32,16384,candidate-h2-w4-s2,candidate,2,4,2,4.052128076553345,0.7748619854826974,1.52587890625e-05,ok,
32,16384,candidate-h3-w4-s2,candidate,3,4,2,5.540895938873291,0.5666664816424574,1.52587890625e-05,ok,
32,16384,candidate-h6-w4-s2,candidate,6,4,2,10.22110366821289,0.30719187562817213,1.52587890625e-05,ok,
64,128,production-default,production,,,,0.07648000121116638,1.0,0.0,ok,
64,128,production-w4-s2,production,,4,2,0.07731200009584427,0.9892384250356161,0.0,ok,
64,128,production-w8-s2,production,,8,2,0.11648000031709671,0.6565934152040073,0.0001220703125,ok,
64,128,candidate-h1-w4-s2,candidate,1,4,2,0.07433599978685379,1.0288420338794146,0.0001220703125,ok,
64,128,candidate-h1-w8-s2,candidate,1,8,2,0.09027200192213058,0.8472172942075518,0.000244140625,ok,
64,128,candidate-h2-w4-s2,candidate,2,4,2,0.07899199798703194,0.9681993513282453,0.0001220703125,ok,
64,128,candidate-h3-w4-s2,candidate,3,4,2,0.08775999769568443,0.8714676756985291,0.000244140625,ok,
64,128,candidate-h6-w4-s2,candidate,6,4,2,0.11732799932360649,0.6518478253449477,0.000244140625,ok,
64,256,production-default,production,,,,0.11929599940776825,1.0,0.0,ok,
64,256,production-w4-s2,production,,4,2,0.12040000036358833,0.9908305568730383,0.0,ok,
64,256,production-w8-s2,production,,8,2,0.19977600127458572,0.5971487998891304,0.0001220703125,ok,
64,256,candidate-h1-w4-s2,candidate,1,4,2,0.10830399766564369,1.1014921145945054,0.000244140625,ok,
64,256,candidate-h1-w8-s2,candidate,1,8,2,0.13753599673509598,0.8673801931107589,0.000244140625,ok,
64,256,candidate-h2-w4-s2,candidate,2,4,2,0.11668800190091133,1.0223501770907995,0.000244140625,ok,
64,256,candidate-h3-w4-s2,candidate,3,4,2,0.13465600460767746,0.885931524222326,0.000244140625,ok,
64,256,candidate-h6-w4-s2,candidate,6,4,2,0.19305599480867386,0.6179347060732059,0.000244140625,ok,
64,512,production-default,production,,,,0.20563199371099472,1.0,0.0,ok,
64,512,production-w4-s2,production,,4,2,0.20670399814844131,0.9948138185664084,0.0,ok,
64,512,production-w8-s2,production,,8,2,0.373199999332428,0.5509967686999592,0.0001220703125,ok,
64,512,candidate-h1-w4-s2,candidate,1,4,2,0.17497599869966507,1.175201143237643,6.103515625e-05,ok,
64,512,candidate-h1-w8-s2,candidate,1,8,2,0.24260800331830978,0.8475894896228905,6.103515625e-05,ok,
64,512,candidate-h2-w4-s2,candidate,2,4,2,0.18993599712848663,1.082638345652247,6.103515625e-05,ok,
64,512,candidate-h3-w4-s2,candidate,3,4,2,0.22790399938821793,0.9022746167815842,6.103515625e-05,ok,
64,512,candidate-h6-w4-s2,candidate,6,4,2,0.34748800098896027,0.5917671779335127,6.103515625e-05,ok,
64,1024,production-default,production,,,,0.3761280030012131,1.0,0.0,ok,
64,1024,production-w4-s2,production,,4,2,0.3774080127477646,0.9966084192616043,0.0,ok,
64,1024,production-w8-s2,production,,8,2,0.7817279994487762,0.48114945769683837,6.103515625e-05,ok,
64,1024,candidate-h1-w4-s2,candidate,1,4,2,0.3134559988975525,1.1999387611788659,6.103515625e-05,ok,
64,1024,candidate-h1-w8-s2,candidate,1,8,2,0.45262399315834045,0.8309943986324053,6.103515625e-05,ok,
64,1024,candidate-h2-w4-s2,candidate,2,4,2,0.33873599767684937,1.1103868664116274,6.103515625e-05,ok,
64,1024,candidate-h3-w4-s2,candidate,3,4,2,0.4434880018234253,0.8481131427563815,6.103515625e-05,ok,
64,1024,candidate-h6-w4-s2,candidate,6,4,2,0.6713600158691406,0.5602478463276949,6.103515625e-05,ok,
64,2048,production-default,production,,,,0.7242240011692047,1.0,0.0,ok,
64,2048,production-w4-s2,production,,4,2,0.7250239849090576,0.9988966106549519,0.0,ok,
64,2048,production-w8-s2,production,,8,2,1.5356159806251526,0.4716179111879075,3.0517578125e-05,ok,
64,2048,candidate-h1-w4-s2,candidate,1,4,2,0.5901280045509338,1.2272320506468983,6.103515625e-05,ok,
64,2048,candidate-h1-w8-s2,candidate,1,8,2,0.8608160018920898,0.8413226515043246,6.103515625e-05,ok,
64,2048,candidate-h2-w4-s2,candidate,2,4,2,0.6348640024662018,1.1407545527166036,6.103515625e-05,ok,
64,2048,candidate-h3-w4-s2,candidate,3,4,2,0.8489439785480499,0.8530880947030758,6.103515625e-05,ok,
64,2048,candidate-h6-w4-s2,candidate,6,4,2,1.3029119968414307,0.5558502822331027,6.103515625e-05,ok,
64,4096,production-default,production,,,,1.4250560402870178,1.0,0.0,ok,
64,4096,production-w4-s2,production,,4,2,1.4262399673461914,0.9991698963103828,0.0,ok,
64,4096,production-w8-s2,production,,8,2,3.034448027610779,0.46962611562968787,3.0517578125e-05,ok,
64,4096,candidate-h1-w4-s2,candidate,1,4,2,1.1364960074424744,1.2539032525894285,6.103515625e-05,ok,
64,4096,candidate-h1-w8-s2,candidate,1,8,2,1.6786880493164062,0.848910576844416,6.103515625e-05,ok,
64,4096,candidate-h2-w4-s2,candidate,2,4,2,1.2637919783592224,1.127603327675148,6.103515625e-05,ok,
64,4096,candidate-h3-w4-s2,candidate,3,4,2,1.658623993396759,0.8591796850644802,6.103515625e-05,ok,
64,4096,candidate-h6-w4-s2,candidate,6,4,2,2.5548160076141357,0.5577920429650955,6.103515625e-05,ok,
64,8192,production-default,production,,,,2.8223360776901245,1.0,0.0,ok,
64,8192,production-w4-s2,production,,4,2,2.8234879970550537,0.9995920225741598,0.0,ok,
64,8192,production-w8-s2,production,,8,2,6.032448053359985,0.4678591597847452,3.0517578125e-05,ok,
64,8192,candidate-h1-w4-s2,candidate,1,4,2,2.228335976600647,1.2665666700744256,3.0517578125e-05,ok,
64,8192,candidate-h1-w8-s2,candidate,1,8,2,3.330031991004944,0.8475402294373737,3.0517578125e-05,ok,
64,8192,candidate-h2-w4-s2,candidate,2,4,2,2.516287922859192,1.1216268424811968,3.0517578125e-05,ok,
64,8192,candidate-h3-w4-s2,candidate,3,4,2,3.2313120365142822,0.8734334678289587,3.0517578125e-05,ok,
64,8192,candidate-h6-w4-s2,candidate,6,4,2,5.074864149093628,0.556140222629249,3.0517578125e-05,ok,
64,16384,production-default,production,,,,5.604880094528198,1.0,0.0,ok,
64,16384,production-w4-s2,production,,4,2,5.607087850570679,0.9996062562061953,0.0,ok,
64,16384,production-w8-s2,production,,8,2,12.025152206420898,0.4660963951487816,1.52587890625e-05,ok,
64,16384,candidate-h1-w4-s2,candidate,1,4,2,4.410831928253174,1.2707081534044995,3.0517578125e-05,ok,
64,16384,candidate-h1-w8-s2,candidate,1,8,2,6.705744028091431,0.835832693739645,3.0517578125e-05,ok,
64,16384,candidate-h2-w4-s2,candidate,2,4,2,5.03057599067688,1.114162693281181,3.0517578125e-05,ok,
64,16384,candidate-h3-w4-s2,candidate,3,4,2,6.467184066772461,0.8666646931120042,3.0517578125e-05,ok,
64,16384,candidate-h6-w4-s2,candidate,6,4,2,10.095744132995605,0.5551725579306178,3.0517578125e-05,ok,
