batch_size,context_length,heads_per_program,num_warps,num_programs,kv_read_factor,production_median_ms,grouped_median_ms,speedup,production_gbps,grouped_gbps,max_abs_error,status,error
2,1024,1,8,24,6,0.10857599973678589,0.12105599790811539,0.896907229819359,115.89036279199803,103.94290425453147,3.0517578125e-05,ok,
2,1024,2,4,12,3,0.10857599973678589,0.1892160028219223,0.573820385789306,115.89036279199803,33.25012634328348,3.0517578125e-05,ok,
2,1024,2,8,12,3,0.10857599973678589,0.1756799966096878,0.6180327973139231,115.89036279199803,35.81202254903197,3.0517578125e-05,ok,
2,1024,3,4,8,2,0.10857599973678589,0.2634720057249069,0.41209691116160135,115.89036279199803,15.919353513326588,3.0517578125e-05,ok,
2,1024,3,8,8,2,0.10857599973678589,0.24348799884319305,0.44591930712243905,115.89036279199803,17.225916759458617,3.0517578125e-05,ok,
2,1024,6,4,4,1,0.10857599973678589,0.43568000197410583,0.24921042793981393,115.89036279199803,4.81351448424902,3.0517578125e-05,ok,
2,1024,6,8,4,1,0.10857599973678589,0.4044159948825836,0.268476027433854,115.89036279199803,5.185630703377294,3.0517578125e-05,ok,
2,2048,1,4,24,6,0.18244799971580505,0.2178879976272583,0.8373476359534013,137.9342280496372,115.49889977442105,1.52587890625e-05,ok,
2,2048,1,8,24,6,0.18244799971580505,0.19912000000476837,0.9162715935688828,137.9342280496372,126.38521494273478,7.62939453125e-06,ok,
2,2048,2,4,12,3,0.18244799971580505,0.3378079980611801,0.5400937833412756,137.9342280496372,37.248709539793424,1.52587890625e-05,ok,
2,2048,2,8,12,3,0.18244799971580505,0.3094879984855652,0.589515589000504,137.9342280496372,40.657188846005866,7.62939453125e-06,ok,
2,2048,3,4,8,2,0.18244799971580505,0.48523199558258057,0.3760015855853731,137.9342280496372,17.287829484386013,1.52587890625e-05,ok,
2,2048,3,8,8,2,0.18244799971580505,0.4463199973106384,0.408782937836463,137.9342280496372,18.795052990111785,7.62939453125e-06,ok,
2,2048,6,4,4,1,0.18244799971580505,0.8307200074195862,0.21962634592434088,137.9342280496372,5.0489984140727575,1.52587890625e-05,ok,
2,2048,6,8,4,1,0.18244799971580505,0.7667360007762909,0.2379541322320635,137.9342280496372,5.470336590108496,7.62939453125e-06,ok,
